PostInterventionDays,EIR,LARVcov,outcome,outcomeLabel,min.val,max.val,mean.val,median.val,sd.val,n.val,q25,q75,q2.5,q97.5,se.val,lower.ci.val,upper.ci.val,weighted
315,10,100,PR,Prevalence,70.2973205821607,73.8827778505666,72.2977621678096,72.3355739728773,0.895923053892788,18,71.812443704847,72.81493732581,70.5409206744715,73.6651782327726,0.211171088942984,71.8522301147697,72.7432942208496,0
315,10,100,simulatedEIR,EIR,100,100,100,100,0,18,100,100,100,100,0,100,100,0
320,10,0,Nv,Host-seeking mosquitoes,0,0,0,0,0,18,0,0,0,0,0,0,0,0
320,10,0,PR,Prevalence,0,0,0,0,0,18,0,0,0,0,0,0,0,0
320,10,0,simulatedEIR,EIR,0,0,0,0,0,18,0,0,0,0,0,0,0,0
320,10,20,Nv,Host-seeking mosquitoes,19.701501300213,24.7763407433607,20.7216098954902,20.2593226480165,1.41486470381713,18,19.8599292245603,20.6539560840712,19.7240610584005,24.3283312659558,0.333486808843529,20.0180142311902,21.4252055597902,0
320,10,20,PR,Prevalence,9.97473396332738,14.4801515906239,12.6888207848383,12.7701576312807,1.31725900440289,18,12.1694258604989,13.6545079113855,10.2106419022076,14.4406934058338,0.310480924864108,12.0337632929399,13.3438782767367,0
320,10,20,simulatedEIR,EIR,28.758270642192,35.2621110205477,31.8484607935962,31.2911267470841,1.73739430143325,18,30.8956129893757,32.8162175758201,29.291781731549,35.1651838375854,0.409507764046106,30.984474933768,32.7124466534244,0
320,10,40,Nv,Host-seeking mosquitoes,39.1518397206013,47.8223279621909,41.6310725320412,41.3005573837049,2.41036538992717,18,39.882918002544,42.0056120989385,39.2807183847494,47.4397488942432,0.568128570784954,40.4324260231869,42.8297190408955,0
320,10,40,PR,Prevalence,24.8566946036848,31.9668236057912,27.9688631232054,27.4936485693938,1.87833438189708,18,26.6598547467194,28.902523059501,25.3952420833734,31.7729432392424,0.442727659591757,27.034789410261,28.9029368361498,0
320,10,40,simulatedEIR,EIR,55.9049281132255,65.0327192015209,58.6603716666771,57.4539222750314,2.69734667638772,18,56.8478414271388,59.6497089783766,56.1744961841173,64.9568868765195,0.635770708694917,57.3190127215424,60.0017306118118,0
320,10,60,Nv,Host-seeking mosquitoes,59.5823616941992,70.3263274270189,62.3866134451732,61.2453982536272,3.15494646874539,18,60.5889687558352,62.0441820442495,59.7499078756418,70.1936087124437,0.74362801411014,60.8176954768903,63.955531413456,0
320,10,60,PR,Prevalence,41.3274551940578,50.0447368374518,44.3363606926691,43.5509795045512,2.38284366349694,18,42.84264501495,45.1982599228154,41.5612452668611,49.227899053444,0.561641637655362,43.151400416384,45.5213209689542,0
320,10,60,simulatedEIR,EIR,76.7085392344094,85.3176970336635,79.2333033717561,78.2814087573232,2.42272558383049,18,77.8731138384493,78.918300588427,77.0376066895318,84.9253319424845,0.571041896426892,78.0285102830792,80.4380964604331,0
320,10,80,Nv,Host-seeking mosquitoes,80.1400346244033,93.2666003964678,83.0963562948104,81.3183564896209,4.09921786325596,18,80.6803875880137,82.6848228971423,80.2013042852398,93.2585658768908,0.966194916223107,81.0578632093396,85.1348493802813,0
320,10,80,PR,Prevalence,57.7094296699468,66.0247627582625,60.9253084721806,60.0218544810281,2.28712740495137,18,59.6143157694232,61.9921086480642,58.1946720028788,66.0146018967929,0.539081099159569,59.7879467714583,62.062670172903,0
320,10,80,simulatedEIR,EIR,91.750142221982,97.5945360650654,93.2271923087445,92.3488131868797,1.80887220686712,18,92.1348132773022,93.1825319883309,91.8445094332708,97.5865885528234,0.426355267925206,92.3276613227846,94.1267232947044,0
320,10,100,Nv,Host-seeking mosquitoes,99.99999999977,99.9999999997773,99.9999999997727,99.999999999772,0.00000000000204276656923996,18,99.9999999997712,99.9999999997736,99.9999999997701,99.9999999997766,0.000000000000481484697830253,99.9999999997716,99.9999999997737,0
320,10,100,PR,Prevalence,70.86571480406,74.0800968191851,72.7184190117752,72.8256291133506,0.815074611274726,18,72.3148491559954,73.2001868659904,71.1589241214599,73.9791208620386,0.192114928268449,72.3130919433801,73.1237460801704,0
320,10,100,simulatedEIR,EIR,100,100,100,100,0,18,100,100,100,100,0,100,100,0
325,10,0,Nv,Host-seeking mosquitoes,0,0,0,0,0,18,0,0,0,0,0,0,0,0
